#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000017_ptg000017l:584994-587345 -            784 13964at4891          -            467  9.4e-176  582.4  29.4   1   5    0.0018      0.26    7.2   0.2     1    24     8    31     8    36 0.91 -
C0000000017_ptg000017l:584994-587345 -            784 13964at4891          -            467  9.4e-176  582.4  29.4   2   5   4.6e-89   6.8e-87  289.4  12.6    20   274   125   436   115   441 0.86 -
C0000000017_ptg000017l:584994-587345 -            784 13964at4891          -            467  9.4e-176  582.4  29.4   3   5   2.5e-28   3.7e-26   89.1   0.1   273   324   473   524   469   541 0.94 -
C0000000017_ptg000017l:584994-587345 -            784 13964at4891          -            467  9.4e-176  582.4  29.4   4   5   8.2e-08   1.2e-05   21.5   0.6   325   347   549   575   545   616 0.80 -
C0000000017_ptg000017l:584994-587345 -            784 13964at4891          -            467  9.4e-176  582.4  29.4   5   5   2.2e-55   3.2e-53  178.3   0.0   355   463   636   747   633   751 0.94 -
C0000000003_ptg000003l:664041-666623 -            861 13964at4891          -            467   5.1e-79  263.4   4.6   1   2   3.3e-42   4.9e-40  134.9   3.8    20   294   199   526   180   547 0.80 -
C0000000003_ptg000003l:664041-666623 -            861 13964at4891          -            467   5.1e-79  263.4   4.6   2   2   2.5e-37   3.7e-35  118.8   0.0   292   441   623   810   615   829 0.84 -
C0000000013_ptg000013l:63181-64929   -            583 13964at4891          -            467     1e-14   51.4   0.0   1   2   9.9e-07   0.00015   17.9   0.0   273   318   350   397   343   403 0.83 -
C0000000013_ptg000013l:63181-64929   -            583 13964at4891          -            467     1e-14   51.4   0.0   2   2   1.1e-10   1.6e-08   30.9   0.0   369   435   489   558   478   566 0.86 -
C0000000003_ptg000003l:907363-908835 -            491 13964at4891          -            467   8.7e-14   48.3   0.1   1   2   4.1e-06    0.0006   15.9   0.0   271   317   250   298   242   318 0.81 -
C0000000003_ptg000003l:907363-908835 -            491 13964at4891          -            467   8.7e-14   48.3   0.1   2   2   2.6e-10   3.8e-08   29.7   0.0   370   430   390   454   379   476 0.83 -
C0000000013_ptg000013l:171409-174540 -           1044 13964at4891          -            467   1.7e-12   44.1   0.0   1   4   3.8e-06   0.00056   16.0   0.0   285   318   443   476   438   480 0.91 -
C0000000013_ptg000013l:171409-174540 -           1044 13964at4891          -            467   1.7e-12   44.1   0.0   2   4    0.0042      0.62    6.0   0.0   370   447   543   621   526   632 0.89 -
C0000000013_ptg000013l:171409-174540 -           1044 13964at4891          -            467   1.7e-12   44.1   0.0   3   4   7.7e-06    0.0011   15.0   0.0   287   320   683   716   660   721 0.88 -
C0000000013_ptg000013l:171409-174540 -           1044 13964at4891          -            467   1.7e-12   44.1   0.0   4   4      0.15        22    0.8   0.0   370   425   896   951   872   958 0.79 -
C0000000009_ptg000009l:224544-226373 -            610 13964at4891          -            467   3.1e-12   43.2   0.0   1   4   0.00019     0.028   10.4   0.0   283   319    92   128    75   134 0.90 -
C0000000009_ptg000009l:224544-226373 -            610 13964at4891          -            467   3.1e-12   43.2   0.0   2   4   0.00094      0.14    8.1   0.0   344   427   200   283   193   328 0.84 -
C0000000009_ptg000009l:224544-226373 -            610 13964at4891          -            467   3.1e-12   43.2   0.0   3   4   1.2e-06   0.00018   17.7   0.0   285   320   408   443   391   447 0.87 -
C0000000009_ptg000009l:224544-226373 -            610 13964at4891          -            467   3.1e-12   43.2   0.0   4   4      0.12        18    1.2   0.0   370   426   515   571   509   606 0.85 -
C0000000008_ptg000008l:37062-37991   -            310 13964at4891          -            467   8.8e-12   41.7   0.0   1   2   4.2e-05    0.0062   12.6   0.0   281   318    71   108    60   115 0.81 -
C0000000008_ptg000008l:37062-37991   -            310 13964at4891          -            467   8.8e-12   41.7   0.0   2   2   1.6e-09   2.3e-07   27.2   0.0   363   453   207   299   189   308 0.83 -
C0000000014_ptg000014l:168492-171623 -           1044 13964at4891          -            467   2.2e-11   40.4   0.1   1   4   5.7e-05    0.0084   12.1   0.0   285   318   443   476   438   480 0.91 -
C0000000014_ptg000014l:168492-171623 -           1044 13964at4891          -            467   2.2e-11   40.4   0.1   2   4    0.0031      0.45    6.4   0.0   370   447   543   621   524   631 0.88 -
C0000000014_ptg000014l:168492-171623 -           1044 13964at4891          -            467   2.2e-11   40.4   0.1   3   4   1.3e-05    0.0019   14.2   0.0   287   320   683   716   660   721 0.87 -
C0000000014_ptg000014l:168492-171623 -           1044 13964at4891          -            467   2.2e-11   40.4   0.1   4   4     0.074        11    1.9   0.0   370   405   896   931   876   957 0.78 -
C0000000005_ptg000005l:801784-802794 -            337 13964at4891          -            467     4e-10   36.3   0.0   1   2   8.7e-05     0.013   11.5   0.0   282   317   115   154   108   158 0.84 -
C0000000005_ptg000005l:801784-802794 -            337 13964at4891          -            467     4e-10   36.3   0.0   2   2   3.8e-08   5.6e-06   22.6   0.0   369   456   240   329   213   334 0.85 -
C0000000001_ptg000001l:106431-108686 -            752 13964at4891          -            467   1.2e-09   34.6   0.3   1   4     0.009       1.3    4.9   0.0   286   319   213   246   201   250 0.84 -
C0000000001_ptg000001l:106431-108686 -            752 13964at4891          -            467   1.2e-09   34.6   0.3   2   4     0.004       0.6    6.0   0.0   362   429   359   426   348   486 0.74 -
C0000000001_ptg000001l:106431-108686 -            752 13964at4891          -            467   1.2e-09   34.6   0.3   3   4     3e-05    0.0044   13.1   0.0   282   318   542   578   529   593 0.87 -
C0000000001_ptg000001l:106431-108686 -            752 13964at4891          -            467   1.2e-09   34.6   0.3   4   4     0.008       1.2    5.1   0.0   369   427   649   707   645   713 0.87 -
C0000000008_ptg000008l:39048-39641   -            198 13964at4891          -            467   6.2e-08   29.1   0.0   1   1   4.1e-09     6e-07   25.8   0.0   289   409     3   146     2   176 0.72 -
C0000000007_ptg000007l:845389-847455 -            689 13964at4891          -            467   5.7e-07   25.9   0.1   1   3       1.2   1.8e+02   -2.1   0.2    66   161    43   137    39   141 0.76 -
C0000000007_ptg000007l:845389-847455 -            689 13964at4891          -            467   5.7e-07   25.9   0.1   2   3     0.002       0.3    7.0   0.0   274   318   437   481   422   486 0.83 -
C0000000007_ptg000007l:845389-847455 -            689 13964at4891          -            467   5.7e-07   25.9   0.1   3   3   4.7e-06    0.0007   15.7   0.0   370   413   571   614   540   641 0.87 -
C0000000005_ptg000005l:943290-944903 -            538 13964at4891          -            467   1.1e-05   21.6   0.1   1   3      0.69     1e+02   -1.3   0.0   359   396   149   186   136   193 0.81 -
C0000000005_ptg000005l:943290-944903 -            538 13964at4891          -            467   1.1e-05   21.6   0.1   2   3   9.5e-05     0.014   11.4   0.0   282   319   315   352   303   358 0.89 -
C0000000005_ptg000005l:943290-944903 -            538 13964at4891          -            467   1.1e-05   21.6   0.1   3   3    0.0026      0.39    6.6   0.0   367   425   453   511   429   517 0.85 -
C0000000017_ptg000017l:628091-629305 -            405 13964at4891          -            467   3.4e-05   20.0   0.0   1   2    0.0011      0.17    7.9   0.0   274   318   159   205   154   210 0.78 -
C0000000017_ptg000017l:628091-629305 -            405 13964at4891          -            467   3.4e-05   20.0   0.0   2   2   0.00025     0.037   10.0   0.0   370   402   305   337   287   373 0.87 -
C0000000003_ptg000003l:814542-818129 -           1196 13964at4891          -            467   0.00012   18.3   0.7   1   3    0.0066      0.97    5.3   0.1   285   318   584   617   578   622 0.90 -
C0000000003_ptg000003l:814542-818129 -           1196 13964at4891          -            467   0.00012   18.3   0.7   2   3      0.35        52   -0.4   0.0   366   426   683   744   650   768 0.71 -
C0000000003_ptg000003l:814542-818129 -           1196 13964at4891          -            467   0.00012   18.3   0.7   3   3   0.00051     0.076    9.0   0.0   288   320   829   861   800   865 0.81 -
C0000000011_ptg000011l:185727-186458 -            244 13964at4891          -            467    0.0015   14.6   0.0   1   2   0.00027      0.04    9.9   0.1   289   320    20    51    13    60 0.79 -
C0000000011_ptg000011l:185727-186458 -            244 13964at4891          -            467    0.0015   14.6   0.0   2   2     0.038       5.6    2.8   0.0   365   425   142   206    95   232 0.70 -
C0000000001_ptg000001l:192124-192981 -            286 13964at4891          -            467    0.0033   13.4   0.3   1   2   4.7e-05     0.007   12.4   0.1   289   320    24    55    18    60 0.88 -
