#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000003_ptg000003l:413022-413939   -            306 28415at4891          -            211   6.7e-89  294.0   0.9   1   1   7.3e-88   3.9e-85  281.7   0.9     7   195    14   247     8   277 0.83 -
C0000000011_ptg000011l:195468-196277   -            270 28415at4891          -            211   3.4e-50  167.6   0.1   1   2   7.3e-41   3.9e-38  128.2   0.0     6   130     3   126     1   136 0.97 -
C0000000011_ptg000011l:195468-196277   -            270 28415at4891          -            211   3.4e-50  167.6   0.1   2   2     5e-13   2.6e-10   37.2   0.0   133   191   175   246   159   262 0.75 -
C0000000005_ptg000005l:1127969-1128784 -            272 28415at4891          -            211   9.5e-48  159.6   0.1   1   2   1.3e-38     7e-36  120.8   0.0     8   129     1   121     1   131 0.97 -
C0000000005_ptg000005l:1127969-1128784 -            272 28415at4891          -            211   9.5e-48  159.6   0.1   2   2   6.3e-13   3.3e-10   36.9   0.0   134   189   177   245   161   266 0.76 -
C0000000011_ptg000011l:379205-380308   -            368 28415at4891          -            211   5.2e-23   78.7   0.0   1   2   9.4e-22     5e-19   65.7   0.0     9   109     2   110     1   149 0.84 -
C0000000011_ptg000011l:379205-380308   -            368 28415at4891          -            211   5.2e-23   78.7   0.0   2   2   0.00011     0.059    9.9   0.0   136   183   188   244   175   254 0.71 -
C0000000005_ptg000005l:682151-682993   -            281 28415at4891          -            211   4.9e-18   62.5   0.0   1   2   4.9e-19   2.6e-16   56.9   0.0     7   133     4   140     1   150 0.75 -
C0000000005_ptg000005l:682151-682993   -            281 28415at4891          -            211   4.9e-18   62.5   0.0   2   2     0.013       6.8    3.2   0.0   140   182   185   235   160   244 0.62 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/28415at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/28415at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/28415at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:07 2023
# [ok]
