#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000011_ptg000011l:540744-545123   -           1460 414at4891            -           1189         0 2266.5  16.7   1   4         0         0 1686.3   0.3     1   844     1   949     1   966 0.94 -
C0000000011_ptg000011l:540744-545123   -           1460 414at4891            -           1189         0 2266.5  16.7   2   4    0.0003      0.26    5.9   0.0   849   880   991  1022   973  1029 0.76 -
C0000000011_ptg000011l:540744-545123   -           1460 414at4891            -           1189         0 2266.5  16.7   3   4   2.3e-73     2e-70  234.8   2.3   873  1017  1063  1218  1034  1235 0.87 -
C0000000011_ptg000011l:540744-545123   -           1460 414at4891            -           1189         0 2266.5  16.7   4   4  1.8e-106  1.6e-103  344.4   0.7  1008  1189  1247  1431  1228  1431 0.96 -
C0000000005_ptg000005l:1295110-1300284 -           1725 414at4891            -           1189    1e-251  835.3   0.4   1   3  2.3e-197    2e-194  645.5   0.0    10   825    11   881     4   886 0.84 -
C0000000005_ptg000005l:1295110-1300284 -           1725 414at4891            -           1189    1e-251  835.3   0.4   2   3   1.3e-29   1.2e-26   89.9   0.0   866   980  1032  1149  1023  1161 0.87 -
C0000000005_ptg000005l:1295110-1300284 -           1725 414at4891            -           1189    1e-251  835.3   0.4   3   3   1.6e-31   1.4e-28   96.2   0.1  1051  1188  1306  1443  1268  1444 0.96 -
C0000000011_ptg000011l:956450-961438   -           1663 414at4891            -           1189  1.3e-165  550.1   4.1   1   4   9.2e-08   8.1e-05   17.5   0.0    11    99     9   106     3   131 0.82 -
C0000000011_ptg000011l:956450-961438   -           1663 414at4891            -           1189  1.3e-165  550.1   4.1   2   4  7.7e-119  6.8e-116  385.4   0.1   258   832   422  1069   410  1140 0.76 -
C0000000011_ptg000011l:956450-961438   -           1663 414at4891            -           1189  1.3e-165  550.1   4.1   3   4   6.3e-26   5.6e-23   77.7   0.0   881   978  1170  1267  1129  1274 0.82 -
C0000000011_ptg000011l:956450-961438   -           1663 414at4891            -           1189  1.3e-165  550.1   4.1   4   4   1.3e-22   1.2e-19   66.7   0.1  1046  1188  1514  1656  1475  1657 0.91 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/414at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/414at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/414at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:14 2023
# [ok]
