#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   1   6   7.1e-11   3.1e-08   29.9   0.0     4    49     2    47     1    52 0.90 -
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   2   6   1.1e-10   4.8e-08   29.3   0.4    35    82    52   103    48   115 0.84 -
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   3   6   9.2e-42   4.1e-39  131.7   1.9    73   237   115   319   104   322 0.76 -
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   4   6   1.1e-10   4.7e-08   29.3   0.4   225   289   334   396   321   402 0.80 -
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   5   6   1.3e-66   5.8e-64  213.6  11.6   280   443   425   609   400   616 0.81 -
C0000000005_ptg000005l:256197-258119 -            641 19161at4891          -            450  2.2e-125  416.0  40.9   6   6     0.019       8.3    2.1   5.2   405   449   599   641   596   641 0.68 -
C0000000002_ptg000002l:793821-796841 -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   1   3     7e-05     0.031   10.1   0.1    42    90    43    91    29   118 0.77 -
C0000000002_ptg000002l:793821-796841 -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   2   3    0.0038       1.7    4.4   0.1    40    73   122   155   101   156 0.84 -
C0000000002_ptg000002l:793821-796841 -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   3   3     0.028        12    1.5   0.0    38    81   510   553   474   571 0.81 -
C0000000040_ptg000040l:10645-13665   -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   1   3     7e-05     0.031   10.1   0.1    42    90    43    91    29   118 0.77 -
C0000000040_ptg000040l:10645-13665   -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   2   3    0.0038       1.7    4.4   0.1    40    73   122   155   101   156 0.84 -
C0000000040_ptg000040l:10645-13665   -           1007 19161at4891          -            450   4.4e-05   19.5   0.9   3   3     0.028        12    1.5   0.0    38    81   510   553   474   571 0.81 -
C0000000010_ptg000010l:112406-115159 -            918 19161at4891          -            450   9.3e-05   18.4   5.4   1   5      0.65   2.9e+02   -3.0   0.5   424   425   226   227   198   247 0.52 -
C0000000010_ptg000010l:112406-115159 -            918 19161at4891          -            450   9.3e-05   18.4   5.4   2   5    0.0033       1.4    4.6   0.0    38    78   259   299   254   331 0.82 -
C0000000010_ptg000010l:112406-115159 -            918 19161at4891          -            450   9.3e-05   18.4   5.4   3   5   0.00065      0.29    6.9   0.0    70   194   398   520   387   524 0.85 -
C0000000010_ptg000010l:112406-115159 -            918 19161at4891          -            450   9.3e-05   18.4   5.4   4   5    0.0036       1.6    4.5   0.0    41   103   517   581   508   610 0.80 -
C0000000010_ptg000010l:112406-115159 -            918 19161at4891          -            450   9.3e-05   18.4   5.4   5   5     0.043        19    0.9   0.8   401   426   865   890   797   915 0.71 -
C0000000016_ptg000016l:66613-67905   -            431 19161at4891          -            450     0.025   10.4   0.0   1   3       5.6   2.5e+03   -6.1   5.6   407   428    26    47     4    59 0.43 -
C0000000016_ptg000016l:66613-67905   -            431 19161at4891          -            450     0.025   10.4   0.0   2   3      0.11        47   -0.4   0.0    38    72   150   188   136   226 0.75 -
C0000000016_ptg000016l:66613-67905   -            431 19161at4891          -            450     0.025   10.4   0.0   3   3   5.6e-05     0.025   10.4   0.0    38    90   310   362   296   393 0.85 -
C0000000011_ptg000011l:800509-802485 -            659 19161at4891          -            450       5.4    2.7  10.2   1   1     0.021       9.1    2.0  10.2   392   448   600   655   597   657 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/19161at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/19161at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/19161at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:00 2023
# [ok]
