#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   1   7   7.8e-71     1e-67  226.3  22.5     7   155    24   181    19   194 0.93 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   2   7     1e-21   1.4e-18   64.1   0.0   154   214   218   278   200   281 0.93 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   3   7     6e-37   7.9e-34  114.4  13.8   207   382   297   547   290   557 0.75 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   4   7   2.1e-14   2.7e-11   40.0   0.2   368   407   572   611   558   621 0.82 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   5   7      0.24   3.2e+02   -3.2   0.0   404   426   632   654   626   661 0.80 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   6   7     8e-82   1.1e-78  262.6   0.3   431   597   705   887   681   891 0.92 -
C0000000005_ptg000005l:1479790-1482768 -            993 2171at4891           -            621    1e-217  721.8  63.2   7   7   1.9e-09   2.5e-06   23.5   0.0   594   621   909   936   903   936 0.94 -
C0000000002_ptg000002l:79665-81581     -            639 2171at4891           -            621   2.2e-08   30.4   0.0   1   1   3.8e-11   5.1e-08   29.2   0.0   454   592   453   608   435   635 0.64 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/2171at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/2171at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/2171at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:05 2023
# [ok]
