#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000001_ptg000001l:141237-141881   -            215 33356at4891          -            171     4e-97  320.1   2.2   1   1   6.1e-99   5.3e-97  319.7   2.2     1   167    15   184    15   188 0.98 -
C0000000001_ptg000001l:216348-216965   -            206 33356at4891          -            171   5.2e-70  231.8   1.3   1   1   7.9e-72   6.8e-70  231.4   1.3     2   168     4   174     3   176 0.98 -
C0000000009_ptg000009l:215251-215919   -            223 33356at4891          -            171     3e-56  187.0   0.3   1   1   4.6e-58   3.9e-56  186.7   0.3     2   168     9   179     8   181 0.98 -
C0000000008_ptg000008l:1014643-1015308 -            222 33356at4891          -            171   1.1e-54  182.0   0.7   1   1   1.7e-56   1.4e-54  181.6   0.7     2   164     9   175     8   181 0.97 -
C0000000011_ptg000011l:491256-491801   -            182 33356at4891          -            171   2.8e-46  154.6   0.1   1   1   4.2e-48   3.6e-46  154.2   0.1     6   164     6   171     2   178 0.95 -
C0000000013_ptg000013l:202287-203702   -            279 33356at4891          -            171     8e-46  153.1   1.1   1   1   1.3e-47   1.1e-45  152.6   1.1     7   166    75   240    70   245 0.93 -
C0000000007_ptg000007l:250806-251429   -            208 33356at4891          -            171   1.3e-45  152.4   0.5   1   1   1.8e-47   1.6e-45  152.1   0.5     4   166     6   179     3   184 0.89 -
C0000000014_ptg000014l:327549-328034   -            162 33356at4891          -            171   1.5e-39  132.7   0.1   1   1   3.5e-41     3e-39  131.7   0.1     8   159     1   162     1   162 0.92 -
C0000000011_ptg000011l:516220-516747   -            176 33356at4891          -            171   1.9e-36  122.6   0.2   1   1   2.5e-38   2.1e-36  122.4   0.2     7   166    11   174     5   176 0.93 -
C0000000017_ptg000017l:207733-208374   -            214 33356at4891          -            171   8.1e-36  120.5   0.6   1   2   4.1e-31   3.5e-29   98.9   0.0     8   124     2   127     1   139 0.86 -
C0000000017_ptg000017l:207733-208374   -            214 33356at4891          -            171   8.1e-36  120.5   0.6   2   2   6.7e-07   5.7e-05   20.1   0.1   121   165   148   192   144   197 0.89 -
C0000000002_ptg000002l:75869-76438     -            190 33356at4891          -            171   5.6e-33  111.3   0.1   1   1   8.2e-35     7e-33  111.0   0.1     8   164     1   164     1   170 0.89 -
C0000000014_ptg000014l:337375-337848   -            158 33356at4891          -            171   1.2e-31  106.9   0.2   1   1   1.6e-33   1.4e-31  106.8   0.2     8   161     1   158     1   158 0.93 -
C0000000008_ptg000008l:301643-302128   -            162 33356at4891          -            171   5.5e-30  101.5   0.2   1   1   7.2e-32   6.1e-30  101.4   0.2     8   163     2   162     1   162 0.93 -
C0000000011_ptg000011l:677177-677527   -            117 33356at4891          -            171   4.6e-25   85.5   0.1   1   1   6.4e-27   5.5e-25   85.3   0.1     8   122     1   114     1   116 0.97 -
C0000000017_ptg000017l:124863-125360   -            166 33356at4891          -            171   2.1e-24   83.4   0.0   1   1     3e-26   2.6e-24   83.1   0.0     8   159     1   161     1   166 0.88 -
C0000000010_ptg000010l:172834-173409   -            192 33356at4891          -            171   2.9e-24   82.9   0.1   1   1     5e-26   4.3e-24   82.4   0.1     7   164     5   178     1   183 0.90 -
C0000000016_ptg000016l:306073-306765   -            231 33356at4891          -            171   1.6e-23   80.5   0.2   1   2   2.6e-19   2.2e-17   60.5   0.1     7   135    17   144    12   165 0.88 -
C0000000016_ptg000016l:306073-306765   -            231 33356at4891          -            171   1.6e-23   80.5   0.2   2   2   1.7e-06   0.00014   18.8   0.1   109   162   155   209   145   214 0.81 -
C0000000003_ptg000003l:69878-70411     -            178 33356at4891          -            171     9e-22   74.8   0.0   1   1     5e-22   4.3e-20   69.3   0.0     7   158     4   171     1   176 0.85 -
C0000000013_ptg000013l:138844-139416   -            191 33356at4891          -            171   2.2e-20   70.3   0.0   1   1   4.8e-21   4.1e-19   66.2   0.0     6   158     3   171     1   189 0.80 -
C0000000007_ptg000007l:140568-141167   -            200 33356at4891          -            171     5e-19   65.9   0.4   1   1   8.2e-21     7e-19   65.4   0.4     7   162     7   171     2   176 0.86 -
C0000000014_ptg000014l:320804-321376   -            191 33356at4891          -            171   2.2e-18   63.8   0.0   1   1   7.4e-19   6.4e-17   59.0   0.0     7   171     8   189     3   189 0.79 -
C0000000005_ptg000005l:1388799-1389332 -            178 33356at4891          -            171   3.3e-16   56.7   0.0   1   1     5e-18   4.3e-16   56.3   0.0     6   139    17   145    13   152 0.83 -
