#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000002_ptg000002l:346152-350327 -           1392 431at4891            -           1063         0 1768.7   7.0   1   4    0.0039       2.6    2.5   0.0     1    16    11    26    11    33 0.92 -
C0000000002_ptg000002l:346152-350327 -           1392 431at4891            -           1063         0 1768.7   7.0   2   4   1.5e-07   9.8e-05   17.1   0.1    10    53    52    95    44   127 0.77 -
C0000000002_ptg000002l:346152-350327 -           1392 431at4891            -           1063         0 1768.7   7.0   3   4         0         0 1187.2   1.7    50   695   168   918   145   925 0.92 -
C0000000002_ptg000002l:346152-350327 -           1392 431at4891            -           1063         0 1768.7   7.0   4   4  2.1e-170  1.4e-167  556.4   0.0   700  1063   968  1388   953  1388 0.89 -
C0000000012_ptg000012l:183571-185310 -            580 431at4891            -           1063   7.5e-14   47.3   1.8   1   3   2.2e-05     0.014   10.0   0.0   123   183    55   116    21   139 0.78 -
C0000000012_ptg000012l:183571-185310 -            580 431at4891            -           1063   7.5e-14   47.3   1.8   2   3    0.0021       1.4    3.4   0.0   254   298   210   255   192   324 0.70 -
C0000000012_ptg000012l:183571-185310 -            580 431at4891            -           1063   7.5e-14   47.3   1.8   3   3     5e-12   3.3e-09   32.0   0.0   485   613   439   572   426   576 0.86 -
C0000000004_ptg000004l:425338-426456 -            373 431at4891            -           1063   5.3e-08   28.0   0.1   1   2     0.022        15    0.0   0.0   254   268     4    18     3    50 0.90 -
C0000000004_ptg000004l:425338-426456 -            373 431at4891            -           1063   5.3e-08   28.0   0.1   2   2   4.2e-10   2.8e-07   25.6   0.0   486   612   233   369   222   373 0.80 -
C0000000007_ptg000007l:738662-739885 -            408 431at4891            -           1063    0.0011   13.7   0.0   1   2   9.1e-05      0.06    7.9   0.0   228   274    51    97    22   100 0.73 -
C0000000007_ptg000007l:738662-739885 -            408 431at4891            -           1063    0.0011   13.7   0.0   2   2    0.0017       1.1    3.7   0.0   491   541   337   388   308   406 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/431at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/431at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/431at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:17 2023
# [ok]
