#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000003_ptg000003l:672388-673722   -            445 17077at4891          -            266  1.4e-126  418.5   4.1   1   1  4.1e-126  1.4e-124  411.9   4.1     1   266   120   420   120   420 0.91 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   1   7       4.9   1.7e+02   -1.4   0.0   147   165    40    58    38    65 0.58 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   2   7   5.7e-06   0.00019   18.1   0.0   103   143    85   126    79   130 0.87 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   3   7   3.4e-12   1.2e-10   38.5   2.0    11   126   118   231   117   284 0.88 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   4   7     0.005      0.17    8.4   0.0    10    53   387   428   378   440 0.76 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   5   7   0.00021    0.0072   12.9   0.0    33    86   448   502   442   510 0.77 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   6   7   0.00028    0.0094   12.5   0.0    16    67   533   583   520   589 0.91 -
C0000000004_ptg000004l:379350-382178   -            943 17077at4891          -            266     5e-40  134.8  16.7   7   7   1.6e-16   5.6e-15   52.6   0.8    27   130   585   690   582   703 0.91 -
C0000000010_ptg000010l:93758-94756     -            333 17077at4891          -            266   1.4e-39  133.3  10.4   1   2   6.2e-19   2.1e-17   60.6   1.6    12   144     2   144     1   162 0.86 -
C0000000010_ptg000010l:93758-94756     -            333 17077at4891          -            266   1.4e-39  133.3  10.4   2   2   6.3e-24   2.1e-22   76.9   1.8    26   159   188   331   175   333 0.87 -
C0000000016_ptg000016l:181896-182717   -            274 17077at4891          -            266     5e-37  124.9   7.0   1   2   8.1e-29   2.7e-27   93.0   4.1    32   182     1   155     1   171 0.87 -
C0000000016_ptg000016l:181896-182717   -            274 17077at4891          -            266     5e-37  124.9   7.0   2   2     5e-10   1.7e-08   31.4   0.0    71   132   208   269   196   274 0.62 -
C0000000005_ptg000005l:1307495-1311091 -           1199 17077at4891          -            266   7.2e-36  121.1   8.8   1   3       2.7        92   -0.5   0.0   100   129    14    43     2    49 0.74 -
C0000000005_ptg000005l:1307495-1311091 -           1199 17077at4891          -            266   7.2e-36  121.1   8.8   2   3   5.2e-25   1.8e-23   80.5   0.3     8   127    47   167    39   174 0.93 -
C0000000005_ptg000005l:1307495-1311091 -           1199 17077at4891          -            266   7.2e-36  121.1   8.8   3   3   1.6e-13   5.4e-12   42.8   0.4     9   126   204   323   198   349 0.73 -
C0000000013_ptg000013l:113953-116400   -            816 17077at4891          -            266   2.2e-35  119.5   6.9   1   5   4.8e-08   1.6e-06   24.9   0.2     9   180    56   196    21   202 0.50 -
C0000000013_ptg000013l:113953-116400   -            816 17077at4891          -            266   2.2e-35  119.5   6.9   2   5   5.5e-09   1.9e-07   28.0   0.1    30   130   117   229   114   245 0.76 -
C0000000013_ptg000013l:113953-116400   -            816 17077at4891          -            266   2.2e-35  119.5   6.9   3   5   3.3e-05    0.0011   15.6   0.0     9    86   383   468   379   478 0.83 -
C0000000013_ptg000013l:113953-116400   -            816 17077at4891          -            266   2.2e-35  119.5   6.9   4   5     5e-08   1.7e-06   24.8   0.0    11    63   488   539   474   545 0.89 -
C0000000013_ptg000013l:113953-116400   -            816 17077at4891          -            266   2.2e-35  119.5   6.9   5   5   5.9e-15     2e-13   47.5   0.3    28   125   546   645   539   654 0.93 -
C0000000002_ptg000002l:201554-203944   -            797 17077at4891          -            266   9.1e-35  117.5   1.6   1   3      0.34        12    2.4   0.0    19    50   471   501   457   506 0.76 -
C0000000002_ptg000002l:201554-203944   -            797 17077at4891          -            266   9.1e-35  117.5   1.6   2   3   3.1e-24     1e-22   78.0   0.3     7   144   518   657   513   659 0.94 -
C0000000002_ptg000002l:201554-203944   -            797 17077at4891          -            266   9.1e-35  117.5   1.6   3   3     4e-13   1.4e-11   41.5   0.0     7    89   644   726   639   731 0.92 -
C0000000014_ptg000014l:156967-157878   -            304 17077at4891          -            266   3.6e-32  109.0   5.6   1   2   9.9e-20   3.4e-18   63.2   0.2    31   203     7   191     3   195 0.85 -
C0000000014_ptg000014l:156967-157878   -            304 17077at4891          -            266   3.6e-32  109.0   5.6   2   2     5e-15   1.7e-13   47.8   1.1    10   105   204   301   194   304 0.89 -
C0000000010_ptg000010l:112406-115159   -            918 17077at4891          -            266   5.3e-30  101.9   3.9   1   5      0.25       8.7    2.8   0.0   147   192    28    74    16   100 0.79 -
C0000000010_ptg000010l:112406-115159   -            918 17077at4891          -            266   5.3e-30  101.9   3.9   2   5   1.1e-05   0.00036   17.2   0.1     6    88   138   222   133   226 0.86 -
C0000000010_ptg000010l:112406-115159   -            918 17077at4891          -            266   5.3e-30  101.9   3.9   3   5     5e-15   1.7e-13   47.8   0.0     9   172   255   427   245   433 0.80 -
C0000000010_ptg000010l:112406-115159   -            918 17077at4891          -            266   5.3e-30  101.9   3.9   4   5   2.2e-09   7.6e-08   29.2   0.0    17    86   433   502   428   560 0.85 -
C0000000010_ptg000010l:112406-115159   -            918 17077at4891          -            266   5.3e-30  101.9   3.9   5   5       4.7   1.6e+02   -1.3   0.0   188   221   593   627   577   645 0.78 -
C0000000010_ptg000010l:74467-75246     -            260 17077at4891          -            266   3.7e-29   99.1   1.2   1   3   2.4e-14   8.2e-13   45.5   0.0    61   167     2    75     1    81 0.47 -
C0000000010_ptg000010l:74467-75246     -            260 17077at4891          -            266   3.7e-29   99.1   1.2   2   3   1.1e-07   3.7e-06   23.7   0.1    17    88    84   162    76   163 0.87 -
C0000000010_ptg000010l:74467-75246     -            260 17077at4891          -            266   3.7e-29   99.1   1.2   3   3   2.6e-07   8.8e-06   22.5   0.0    10    70   181   240   171   260 0.75 -
C0000000001_ptg000001l:154091-154987   -            299 17077at4891          -            266   1.9e-28   96.8   5.7   1   3   1.7e-18   5.8e-17   59.1   0.5     9   126    17   135    11   147 0.85 -
C0000000001_ptg000001l:154091-154987   -            299 17077at4891          -            266   1.9e-28   96.8   5.7   2   3   5.7e-11   1.9e-09   34.5   0.5     8    88   165   242   159   255 0.88 -
C0000000001_ptg000001l:154091-154987   -            299 17077at4891          -            266   1.9e-28   96.8   5.7   3   3     0.089         3    4.3   0.0    51    85   267   299   251   299 0.87 -
C0000000014_ptg000014l:735866-737215   -            450 17077at4891          -            266   2.8e-25   86.4   3.5   1   2   7.5e-23   2.5e-21   73.4   2.5     5   162   111   277   107   283 0.83 -
C0000000014_ptg000014l:735866-737215   -            450 17077at4891          -            266   2.8e-25   86.4   3.5   2   2   0.00025    0.0086   12.7   0.0   110   200   260   363   247   368 0.63 -
C0000000009_ptg000009l:290638-291492   -            285 17077at4891          -            266   1.3e-24   84.2   9.0   1   3   5.7e-10   1.9e-08   31.2   0.8    13    87     4    78     1    87 0.56 -
C0000000009_ptg000009l:290638-291492   -            285 17077at4891          -            266   1.3e-24   84.2   9.0   2   3   1.4e-11   4.9e-10   36.4   0.4     8    92   107   187   101   198 0.91 -
C0000000009_ptg000009l:290638-291492   -            285 17077at4891          -            266   1.3e-24   84.2   9.0   3   3   9.3e-07   3.2e-05   20.6   0.1    51   126   209   282   190   285 0.79 -
C0000000007_ptg000007l:472642-473127   -            162 17077at4891          -            266   9.8e-24   81.3   0.8   1   1   3.5e-25   1.2e-23   81.1   0.8     7   144    11   155     5   159 0.91 -
C0000000011_ptg000011l:821901-823202   -            434 17077at4891          -            266   2.5e-22   76.7   7.0   1   3    0.0031      0.11    9.1   0.0    98   147   138   189   133   214 0.83 -
C0000000011_ptg000011l:821901-823202   -            434 17077at4891          -            266   2.5e-22   76.7   7.0   2   3   1.4e-09   4.7e-08   29.9   1.9    30   144   204   325   193   331 0.75 -
C0000000011_ptg000011l:821901-823202   -            434 17077at4891          -            266   2.5e-22   76.7   7.0   3   3   7.4e-11   2.5e-09   34.1   0.1    28    87   353   427   349   430 0.69 -
C0000000003_ptg000003l:52077-53465     -            463 17077at4891          -            266   4.7e-22   75.8   1.7   1   4   1.2e-08   4.2e-07   26.8   0.1    20   140   180   308   169   311 0.81 -
C0000000003_ptg000003l:52077-53465     -            463 17077at4891          -            266   4.7e-22   75.8   1.7   2   4   3.7e-15   1.3e-13   48.2   0.1     7   144   210   354   208   358 0.86 -
C0000000003_ptg000003l:52077-53465     -            463 17077at4891          -            266   4.7e-22   75.8   1.7   3   4   7.7e-05    0.0026   14.4   0.0   100   144   351   398   349   402 0.86 -
C0000000003_ptg000003l:52077-53465     -            463 17077at4891          -            266   4.7e-22   75.8   1.7   4   4    0.0004     0.013   12.0   0.3    13    84   391   463   383   463 0.63 -
C0000000011_ptg000011l:828275-829651   -            459 17077at4891          -            266   2.1e-21   73.7   6.4   1   3   1.2e-09   4.1e-08   30.1   0.2    60   132   106   178   104   237 0.74 -
C0000000011_ptg000011l:828275-829651   -            459 17077at4891          -            266   2.1e-21   73.7   6.4   2   3     0.038       1.3    5.5   0.0   130   160   200   235   176   273 0.63 -
C0000000011_ptg000011l:828275-829651   -            459 17077at4891          -            266   2.1e-21   73.7   6.4   3   3   1.1e-12   3.8e-11   40.1   1.3    53   188   283   432   268   444 0.75 -
C0000000017_ptg000017l:639682-641826   -            715 17077at4891          -            266   2.9e-20   70.0   8.9   1   2   9.8e-05    0.0033   14.0   0.4    48   159     4   124     2   124 0.74 -
C0000000017_ptg000017l:639682-641826   -            715 17077at4891          -            266   2.9e-20   70.0   8.9   2   2   6.7e-20   2.3e-18   63.7   5.2     9   238    94   325    87   350 0.83 -
C0000000017_ptg000017l:164206-165084   -            293 17077at4891          -            266   1.4e-19   67.7   1.9   1   4   5.9e-07     2e-05   21.3   0.0    11    46    11    46     6    54 0.88 -
C0000000017_ptg000017l:164206-165084   -            293 17077at4891          -            266   1.4e-19   67.7   1.9   2   4     0.013      0.43    7.1   0.0    13    50    75   109    62   123 0.68 -
C0000000017_ptg000017l:164206-165084   -            293 17077at4891          -            266   1.4e-19   67.7   1.9   3   4   5.5e-11   1.9e-09   34.5   0.2    74   145   156   227   151   255 0.57 -
C0000000017_ptg000017l:164206-165084   -            293 17077at4891          -            266   1.4e-19   67.7   1.9   4   4       4.9   1.7e+02   -1.4   0.0    19    42   270   293   264   293 0.76 -
C0000000006_ptg000006l:551155-551790   -            212 17077at4891          -            266   1.9e-18   64.0   1.2   1   2   1.2e-05   0.00041   17.0   0.0    13    54     1    39     1    58 0.82 -
C0000000006_ptg000006l:551155-551790   -            212 17077at4891          -            266   1.9e-18   64.0   1.2   2   2     1e-13   3.5e-12   43.5   0.3    30   125    79   172    68   212 0.51 -
C0000000005_ptg000005l:321518-322747   -            410 17077at4891          -            266   4.1e-18   62.9   0.0   1   2   1.1e-07   3.8e-06   23.7   0.0    80   142   100   165    95   166 0.83 -
C0000000005_ptg000005l:321518-322747   -            410 17077at4891          -            266   4.1e-18   62.9   0.0   2   2   4.5e-12   1.5e-10   38.1   0.1     4   147   151   302   148   378 0.71 -
C0000000008_ptg000008l:850268-852322   -            685 17077at4891          -            266   1.2e-17   61.3   0.0   1   2     2e-18   6.9e-17   58.9   0.0    19   131     2   119     1   126 0.87 -
C0000000008_ptg000008l:850268-852322   -            685 17077at4891          -            266   1.2e-17   61.3   0.0   2   2       2.5        87   -0.5   0.0   219   239   299   319   269   328 0.76 -
C0000000004_ptg000004l:113013-114467   -            485 17077at4891          -            266   2.1e-17   60.6   6.2   1   2   7.8e-11   2.7e-09   34.0   0.5    12   194    65   283    59   293 0.73 -
C0000000004_ptg000004l:113013-114467   -            485 17077at4891          -            266   2.1e-17   60.6   6.2   2   2   3.4e-10   1.2e-08   31.9   1.7    17   175   222   391   219   396 0.79 -
C0000000002_ptg000002l:236728-237624   -            299 17077at4891          -            266   8.6e-17   58.6   2.7   1   2   1.5e-13   5.2e-12   42.9   0.3    34   174    16   166     2   171 0.84 -
C0000000002_ptg000002l:236728-237624   -            299 17077at4891          -            266   8.6e-17   58.6   2.7   2   2   1.5e-07     5e-06   23.3   0.1     5    86   114   203   110   214 0.89 -
C0000000005_ptg000005l:522101-523066   -            322 17077at4891          -            266   1.1e-16   58.3  10.9   1   3       1.3        43    0.5   0.0    29    43    23    37    12    49 0.70 -
C0000000005_ptg000005l:522101-523066   -            322 17077at4891          -            266   1.1e-16   58.3  10.9   2   3   1.4e-13   4.8e-12   43.0   2.0    11   124    52   177    40   180 0.84 -
C0000000005_ptg000005l:522101-523066   -            322 17077at4891          -            266   1.1e-16   58.3  10.9   3   3   8.1e-06   0.00027   17.6   0.7     3    45   183   226   181   322 0.93 -
C0000000017_ptg000017l:275223-276446   -            408 17077at4891          -            266   1.1e-16   58.3   2.6   1   3   1.5e-15   5.2e-14   49.5   1.7    12   134    44   181    39   191 0.78 -
C0000000017_ptg000017l:275223-276446   -            408 17077at4891          -            266   1.1e-16   58.3   2.6   2   3       9.4   3.2e+02   -2.3   0.0   213   233   240   260   208   264 0.66 -
C0000000017_ptg000017l:275223-276446   -            408 17077at4891          -            266   1.1e-16   58.3   2.6   3   3      0.15       5.1    3.6   0.0    29   130   310   329   288   346 0.63 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   1   7     1e-06   3.4e-05   20.5   0.1    78   160    35   130    12   153 0.56 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   2   7    0.0013     0.045   10.3   0.1     5   124   193   308   189   312 0.70 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   3   7      0.31        11    2.5   0.1    16    82   341   410   331   419 0.73 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   4   7       2.3        77   -0.3   0.0    20    46   443   469   436   479 0.72 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   5   7   6.1e-05    0.0021   14.7   0.1     8   125   552   683   545   688 0.75 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   6   7      0.02       0.7    6.4   0.0    29    48   669   688   660   725 0.65 -
C0000000008_ptg000008l:192003-194357   -            785 17077at4891          -            266   3.7e-15   53.2   9.2   7   7         3     1e+02   -0.7   0.0   213   241   711   740   689   748 0.69 -
C0000000011_ptg000011l:738372-739637   -            422 17077at4891          -            266     1e-14   51.8   0.3   1   2   4.4e-12   1.5e-10   38.1   0.1    49   239    84   303    67   314 0.77 -
C0000000011_ptg000011l:738372-739637   -            422 17077at4891          -            266     1e-14   51.8   0.3   2   2   0.00098     0.033   10.7   0.0    59   124   351   418   329   420 0.72 -
C0000000007_ptg000007l:345809-348142   -            778 17077at4891          -            266   4.4e-14   49.7   0.7   1   4   2.2e-08   7.4e-07   26.0   0.0     6    48   400   441   396   449 0.89 -
C0000000007_ptg000007l:345809-348142   -            778 17077at4891          -            266   4.4e-14   49.7   0.7   2   4       6.2   2.1e+02   -1.7   0.0   188   221   535   568   529   591 0.83 -
C0000000007_ptg000007l:345809-348142   -            778 17077at4891          -            266   4.4e-14   49.7   0.7   3   4   1.1e-05   0.00038   17.1   0.1    15   125   611   722   602   745 0.82 -
C0000000007_ptg000007l:345809-348142   -            778 17077at4891          -            266   4.4e-14   49.7   0.7   4   4      0.61        21    1.6   0.0    64   124   756   776   739   778 0.58 -
C0000000013_ptg000013l:468770-471571   -            934 17077at4891          -            266   8.4e-14   48.8   5.7   1   3       6.1   2.1e+02   -1.7   0.0   180   180   249   249   175   284 0.53 -
C0000000013_ptg000013l:468770-471571   -            934 17077at4891          -            266   8.4e-14   48.8   5.7   2   3         1        35    0.8   0.1   111   131   424   445   417   452 0.81 -
C0000000013_ptg000013l:468770-471571   -            934 17077at4891          -            266   8.4e-14   48.8   5.7   3   3   3.9e-15   1.3e-13   48.1   0.1    13   168   454   616   449   650 0.86 -
C0000000007_ptg000007l:535847-536884   -            346 17077at4891          -            266     1e-13   48.4   1.2   1   4      0.13       4.3    3.8   0.0    53    84     6    37     2    44 0.62 -
C0000000007_ptg000007l:535847-536884   -            346 17077at4891          -            266     1e-13   48.4   1.2   2   4   1.5e-08   5.1e-07   26.5   0.1     9    68    47   104    39   129 0.84 -
C0000000007_ptg000007l:535847-536884   -            346 17077at4891          -            266     1e-13   48.4   1.2   3   4    0.0081      0.27    7.7   0.2    66   131   162   230   139   242 0.76 -
C0000000007_ptg000007l:535847-536884   -            346 17077at4891          -            266     1e-13   48.4   1.2   4   4     0.029         1    5.9   0.0    87   124   283   320   274   330 0.80 -
C0000000005_ptg000005l:812839-816264   -           1142 17077at4891          -            266   1.1e-13   48.3   1.5   1   1   7.5e-15   2.5e-13   47.2   1.5    27   169    78   235    64   242 0.77 -
C0000000002_ptg000002l:46657-49257     -            867 17077at4891          -            266   1.3e-13   48.2   0.9   1   2   3.3e-06   0.00011   18.9   0.0    24   103    19   106     5   123 0.75 -
C0000000002_ptg000002l:46657-49257     -            867 17077at4891          -            266   1.3e-13   48.2   0.9   2   2   1.7e-08   5.9e-07   26.3   0.2    15   241   274   492   259   501 0.76 -
C0000000013_ptg000013l:94204-95049     -            282 17077at4891          -            266   3.4e-13   46.8   2.0   1   2   6.4e-07   2.2e-05   21.2   0.3    72   166    17   128     5   147 0.65 -
C0000000013_ptg000013l:94204-95049     -            282 17077at4891          -            266   3.4e-13   46.8   2.0   2   2   7.1e-08   2.4e-06   24.3   0.1    28    85   164   228   158   234 0.81 -
C0000000002_ptg000002l:594852-597371   -            840 17077at4891          -            266   8.9e-13   45.4   1.4   1   5     0.081       2.8    4.4   0.0   100   128    20    48    13    57 0.78 -
C0000000002_ptg000002l:594852-597371   -            840 17077at4891          -            266   8.9e-13   45.4   1.4   2   5    0.0002     0.007   13.0   0.0    10    48    75   112    69   119 0.91 -
