#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000014_ptg000014l:173680-175008   -            443 21160at4891          -            242  2.9e-102  338.5   4.1   1   2   7.6e-64     1e-61  205.7   5.9     6   167    60   245    54   272 0.87 -
C0000000014_ptg000014l:173680-175008   -            443 21160at4891          -            242  2.9e-102  338.5   4.1   2   2   2.3e-40   3.1e-38  128.8   0.0   157   242   315   405   312   405 0.89 -
C0000000009_ptg000009l:505124-506842   -            573 21160at4891          -            242   7.7e-55  183.2   0.3   1   3   3.2e-13   4.2e-11   40.0   0.0    70   154    30   116    13   124 0.90 -
C0000000009_ptg000009l:505124-506842   -            573 21160at4891          -            242   7.7e-55  183.2   0.3   2   3   2.1e-27   2.8e-25   86.4   0.1    77   238   125   293   118   297 0.91 -
C0000000009_ptg000009l:505124-506842   -            573 21160at4891          -            242   7.7e-55  183.2   0.3   3   3   2.4e-17   3.2e-15   53.5   0.0    74   162   318   407   298   419 0.85 -
C0000000015_ptg000015l:278923-280143   -            407 21160at4891          -            242   1.6e-43  146.1   0.0   1   3   1.1e-05    0.0014   15.3   0.0    78   160    51   148    48   160 0.69 -
C0000000015_ptg000015l:278923-280143   -            407 21160at4891          -            242   1.6e-43  146.1   0.0   2   3   1.9e-21   2.5e-19   66.9   0.3    75   171   157   257   148   288 0.82 -
C0000000015_ptg000015l:278923-280143   -            407 21160at4891          -            242   1.6e-43  146.1   0.0   3   3   4.8e-18   6.4e-16   55.7   0.0   166   241   307   382   293   383 0.94 -
C0000000002_ptg000002l:165019-165951   -            311 21160at4891          -            242   8.8e-38  127.3   0.0   1   3       0.1        13    2.3   0.0   120   137     1    18     1    25 0.82 -
C0000000002_ptg000002l:165019-165951   -            311 21160at4891          -            242   8.8e-38  127.3   0.0   2   3   5.5e-22   7.4e-20   68.6   0.1    59   167    38   155    30   177 0.80 -
C0000000002_ptg000002l:165019-165951   -            311 21160at4891          -            242   8.8e-38  127.3   0.0   3   3   4.4e-17   5.9e-15   52.6   0.0   156   240   218   302   204   304 0.94 -
C0000000008_ptg000008l:289470-290711   -            414 21160at4891          -            242   4.4e-33  111.9   0.0   1   2   1.4e-25   1.9e-23   80.4   0.0    73   200   163   298   153   302 0.84 -
C0000000008_ptg000008l:289470-290711   -            414 21160at4891          -            242   4.4e-33  111.9   0.0   2   2     2e-12   2.6e-10   37.4   0.0    76   155   265   346   260   351 0.91 -
C0000000001_ptg000001l:69617-70723     -            369 21160at4891          -            242     2e-32  109.8   2.0   1   3   1.1e-24   1.5e-22   77.5   0.0    80   237     1   158     1   163 0.90 -
