#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000002_ptg000002l:738302-740518 -            739 5534at4891           -            407  5.5e-164  543.3  16.6   1   3   2.3e-07     6e-05   19.5   2.1    16    73    50   118    20   128 0.72 -
C0000000002_ptg000002l:738302-740518 -            739 5534at4891           -            407  5.5e-164  543.3  16.6   2   3   9.9e-18   2.6e-15   53.7   0.1    31   110   113   193    97   214 0.86 -
C0000000002_ptg000002l:738302-740518 -            739 5534at4891           -            407  5.5e-164  543.3  16.6   3   3  1.4e-146  3.6e-144  478.0   4.0   106   407   415   735   401   735 0.95 -
C0000000015_ptg000015l:437916-439796 -            627 5534at4891           -            407     4e-32  109.0  14.9   1   2     0.091        24    1.1   0.8    64   127   228   290   214   325 0.65 -
C0000000015_ptg000015l:437916-439796 -            627 5534at4891           -            407     4e-32  109.0  14.9   2   2   1.5e-34   4.1e-32  109.0  11.1   135   348   331   555   265   568 0.83 -
C0000000015_ptg000015l:343095-345008 -            638 5534at4891           -            407   6.8e-16   55.6   6.1   1   3   8.1e-07   0.00022   17.7   0.0   271   361   135   225   130   248 0.89 -
C0000000015_ptg000015l:343095-345008 -            638 5534at4891           -            407   6.8e-16   55.6   6.1   2   3     1e-09   2.7e-07   27.3   0.4   200   355   347   504   337   522 0.64 -
C0000000015_ptg000015l:343095-345008 -            638 5534at4891           -            407   6.8e-16   55.6   6.1   3   3   6.1e-05     0.016   11.5   0.1   311   356   544   589   539   599 0.90 -
C0000000017_ptg000017l:276659-278950 -            764 5534at4891           -            407   3.4e-14   50.0  13.8   1   2    0.0034      0.91    5.8   0.2   268   396   231   354   198   364 0.68 -
C0000000017_ptg000017l:276659-278950 -            764 5534at4891           -            407   3.4e-14   50.0  13.8   2   2   2.3e-15   6.2e-13   45.8   8.3   165   405   457   715   388   717 0.81 -
C0000000003_ptg000003l:28855-33150   -           1432 5534at4891           -            407   7.7e-11   38.9   2.6   1   5      0.15        41    0.3   0.0   335   375     9    50     5    84 0.66 -
C0000000003_ptg000003l:28855-33150   -           1432 5534at4891           -            407   7.7e-11   38.9   2.6   2   5      0.22        59   -0.2   0.4    20   119   593   695   579   703 0.68 -
C0000000003_ptg000003l:28855-33150   -           1432 5534at4891           -            407   7.7e-11   38.9   2.6   3   5   4.8e-09   1.3e-06   25.1   0.1   210   356   641   796   621   812 0.76 -
C0000000003_ptg000003l:28855-33150   -           1432 5534at4891           -            407   7.7e-11   38.9   2.6   4   5   0.00075       0.2    7.9   0.0   213   294   968  1051   956  1068 0.79 -
