#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000009_ptg000009l:44506-46146   -            547 16461at4891          -            339    4e-142  470.3   3.8   1   5   6.8e-31     9e-28   94.4   0.0     1    70    14    91    14   105 0.91 -
C0000000009_ptg000009l:44506-46146   -            547 16461at4891          -            339    4e-142  470.3   3.8   2   5   2.4e-05     0.032   10.4   0.0    63    97   117   168   103   173 0.63 -
C0000000009_ptg000009l:44506-46146   -            547 16461at4891          -            339    4e-142  470.3   3.8   3   5   0.00019      0.26    7.4   0.0    97   116   214   233   198   246 0.82 -
C0000000009_ptg000009l:44506-46146   -            547 16461at4891          -            339    4e-142  470.3   3.8   4   5   1.1e-61   1.5e-58  195.6   0.1   115   233   256   397   241   411 0.89 -
C0000000009_ptg000009l:44506-46146   -            547 16461at4891          -            339    4e-142  470.3   3.8   5   5   2.5e-49   3.3e-46  155.0   0.0   231   337   422   532   411   533 0.92 -
C0000000007_ptg000007l:800621-802480 -            620 16461at4891          -            339   1.3e-07   28.1   0.2   1   3      0.14   1.8e+02   -2.0   0.0     2    28    52    78    51   112 0.69 -
C0000000007_ptg000007l:800621-802480 -            620 16461at4891          -            339   1.3e-07   28.1   0.2   2   3     6e-09   7.9e-06   22.3   0.0    28    53   147   172   133   185 0.87 -
C0000000007_ptg000007l:800621-802480 -            620 16461at4891          -            339   1.3e-07   28.1   0.2   3   3    0.0067       8.9    2.4   0.0   313   333   566   586   559   591 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/16461at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/16461at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/16461at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:03 2023
# [ok]
