#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000014_ptg000014l:359564-360085 -            174 38422at4891          -            172     7e-57  189.6   8.6   1   1   6.5e-59   9.6e-57  189.2   8.6     8   172     8   172     1   172 0.84 -
C0000000009_ptg000009l:505124-506842 -            573 38422at4891          -            172   3.3e-29   99.5   8.4   1   4   2.1e-10   3.1e-08   31.3   0.0    17   109     6    99     2   120 0.85 -
C0000000009_ptg000009l:505124-506842 -            573 38422at4891          -            172   3.3e-29   99.5   8.4   2   4     2e-09   2.9e-07   28.1   0.0    45   121   122   198   113   208 0.88 -
C0000000009_ptg000009l:505124-506842 -            573 38422at4891          -            172   3.3e-29   99.5   8.4   3   4   2.5e-08   3.7e-06   24.5   3.0    36   148   207   318   200   323 0.87 -
C0000000009_ptg000009l:505124-506842 -            573 38422at4891          -            172   3.3e-29   99.5   8.4   4   4   6.6e-06   0.00097   16.6   0.0    48   128   320   401   314   428 0.76 -
C0000000014_ptg000014l:173680-175008 -            443 38422at4891          -            172   6.2e-23   79.1   2.7   1   3   8.3e-14   1.2e-11   42.4   0.2     9   123    26   140    16   152 0.78 -
C0000000014_ptg000014l:173680-175008 -            443 38422at4891          -            172   6.2e-23   79.1   2.7   2   3   2.8e-08   4.1e-06   24.4   0.0    46   134   150   239   142   271 0.80 -
C0000000014_ptg000014l:173680-175008 -            443 38422at4891          -            172   6.2e-23   79.1   2.7   3   3   0.00029     0.043   11.3   0.0    38   136   322   414   300   443 0.65 -
C0000000011_ptg000011l:89242-89874   -            211 38422at4891          -            172   3.8e-20   70.1   0.1   1   3   9.1e-10   1.3e-07   29.2   0.0    52    99     2    49     1    60 0.91 -
C0000000011_ptg000011l:89242-89874   -            211 38422at4891          -            172   3.8e-20   70.1   0.1   2   3   1.3e-12   1.9e-10   38.5   0.0    37   102    71   136    50   145 0.90 -
C0000000011_ptg000011l:89242-89874   -            211 38422at4891          -            172   3.8e-20   70.1   0.1   3   3       2.7     4e+02   -1.6   0.0   135   160   142   167   137   173 0.68 -
C0000000003_ptg000003l:467911-469917 -            669 38422at4891          -            172   6.5e-17   59.5  13.9   1   5     2e-07     3e-05   21.6   0.1    51   144    12   105     2   120 0.81 -
C0000000003_ptg000003l:467911-469917 -            669 38422at4891          -            172   6.5e-17   59.5  13.9   2   5    0.0005     0.074   10.5   0.0    12   108    98   191    87   228 0.75 -
C0000000003_ptg000003l:467911-469917 -            669 38422at4891          -            172   6.5e-17   59.5  13.9   3   5   3.2e-09   4.8e-07   27.4   4.2     9   100   234   325   224   328 0.73 -
C0000000003_ptg000003l:467911-469917 -            669 38422at4891          -            172   6.5e-17   59.5  13.9   4   5       3.1   4.5e+02   -1.8   0.1   128   156   488   516   480   528 0.58 -
C0000000003_ptg000003l:467911-469917 -            669 38422at4891          -            172   6.5e-17   59.5  13.9   5   5     0.016       2.3    5.7   0.1    85   101   532   548   517   553 0.83 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   1   6    0.0011      0.17    9.4   1.6    75   161    43   137    41   153 0.65 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   2   6   5.3e-11   7.8e-09   33.2   4.2     8   143   303   439   295   459 0.63 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   3   6     0.056       8.3    3.8   0.0    36    78   519   561   485   565 0.84 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   4   6       6.3   9.4e+02   -2.8   0.0    44    58   590   604   574   607 0.78 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   5   6    0.0084       1.2    6.5   0.1    47   123   661   743   614   749 0.62 -
C0000000003_ptg000003l:187951-190611 -            887 38422at4891          -            172   1.8e-15   54.9  37.2   6   6   7.1e-08     1e-05   23.1   0.4    34   125   748   839   743   876 0.75 -
C0000000015_ptg000015l:278923-280143 -            407 38422at4891          -            172   9.3e-14   49.3   0.2   1   2   2.3e-09   3.4e-07   27.9   0.1    33   136   144   249   132   283 0.80 -
C0000000015_ptg000015l:278923-280143 -            407 38422at4891          -            172   9.3e-14   49.3   0.2   2   2   1.2e-06   0.00017   19.1   0.0    37    87   298   348   271   366 0.83 -
C0000000008_ptg000008l:289470-290711 -            414 38422at4891          -            172   1.7e-13   48.4   6.8   1   2     1e-13   1.5e-11   42.0   6.2     8   110   125   230   118   267 0.68 -
