#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   1   6   5.7e-05      0.05    9.2   0.3     4    30     1    27     1    36 0.88 -
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   2   6  1.8e-125  1.6e-122  407.0   5.5    29   304    49   367    46   408 0.86 -
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   3   6    0.0021       1.8    4.0   6.4   325   384   432   504   389   507 0.62 -
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   4   6   7.6e-15   6.7e-12   41.8   4.5   385   459   620   726   611   770 0.74 -
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   5   6    0.0008      0.71    5.4   0.0   483   509   806   833   787   840 0.80 -
C0000000002_ptg000002l:429018-431918 -            967 4310at4891           -            577  9.7e-149  493.6  44.2   6   6   1.8e-13   1.6e-10   37.3   0.1   504   573   862   964   835   967 0.79 -
C0000000002_ptg000002l:37920-39479   -            520 4310at4891           -            577   2.1e-09   33.5   0.3   1   1   3.6e-12   3.2e-09   32.9   0.3    70   166   266   366   246   374 0.79 -
C0000000017_ptg000017l:385964-386971 -            336 4310at4891           -            577     0.013   11.1   0.0   1   1   2.2e-05      0.02   10.5   0.0   409   481    71   144    59   153 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/4310at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/4310at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/4310at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:17 2023
# [ok]
