#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   1   6   4.1e-13   4.7e-11   39.7   0.1     2    40     9    49     8    76 0.82 -
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   2   6   8.8e-16     1e-13   48.5   0.7    38    89    90   142    74   151 0.90 -
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   3   6      0.67        77   -0.4   0.1    88   109   171   192   168   201 0.74 -
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   4   6   4.6e-44   5.3e-42  141.4   0.5    96   206   209   320   198   343 0.90 -
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   5   6   4.7e-21   5.4e-19   65.8   1.4   209   280   353   429   346   434 0.91 -
C0000000005_ptg000005l:124561-126045 -            495 28323at4891          -            307   1.7e-90  300.6  29.3   6   6   5.8e-08   6.7e-06   22.8   0.8   285   307   464   486   460   486 0.95 -
C0000000008_ptg000008l:86993-88045   -            351 28323at4891          -            307   3.6e-08   30.3   0.9   1   4   0.00074     0.085    9.3   0.0   180   199    12    31     2    43 0.84 -
C0000000008_ptg000008l:86993-88045   -            351 28323at4891          -            307   3.6e-08   30.3   0.9   2   4   2.8e-05    0.0032   14.0   0.2   110   212    95   188    81   208 0.75 -
C0000000008_ptg000008l:86993-88045   -            351 28323at4891          -            307   3.6e-08   30.3   0.9   3   4      0.08       9.2    2.7   0.0   172   207   260   295   203   300 0.69 -
C0000000008_ptg000008l:86993-88045   -            351 28323at4891          -            307   3.6e-08   30.3   0.9   4   4     0.066       7.6    2.9   0.0    69    91   274   296   238   344 0.69 -
C0000000009_ptg000009l:145631-146521 -            297 28323at4891          -            307   4.3e-08   30.0   0.7   1   2   0.00022     0.025   11.1   0.1    73   201    24   135     6   139 0.77 -
C0000000009_ptg000009l:145631-146521 -            297 28323at4891          -            307   4.3e-08   30.0   0.7   2   2   1.8e-05     0.002   14.7   0.1   109   200   147   239   140   263 0.85 -
C0000000017_ptg000017l:455481-456446 -            322 28323at4891          -            307   1.5e-07   28.2   0.0   1   3      0.49        57    0.1   0.0   176   200    25    49    13    63 0.79 -
C0000000017_ptg000017l:455481-456446 -            322 28323at4891          -            307   1.5e-07   28.2   0.0   2   3   3.9e-05    0.0045   13.5   0.0   115   199    69   154    59   159 0.77 -
C0000000017_ptg000017l:455481-456446 -            322 28323at4891          -            307   1.5e-07   28.2   0.0   3   3   0.00029     0.034   10.7   0.0   109   259   170   311   155   315 0.78 -
C0000000011_ptg000011l:753791-754669 -            293 28323at4891          -            307   2.1e-07   27.7   0.0   1   3      0.17        20    1.6   0.0   185   200    26    41    10    51 0.73 -
C0000000011_ptg000011l:753791-754669 -            293 28323at4891          -            307   2.1e-07   27.7   0.0   2   3   3.4e-05     0.004   13.7   0.0   111   199    62   146    54   152 0.87 -
C0000000011_ptg000011l:753791-754669 -            293 28323at4891          -            307   2.1e-07   27.7   0.0   3   3    0.0011      0.13    8.8   0.0   105   199   150   239   146   270 0.74 -
C0000000008_ptg000008l:419567-420493 -            309 28323at4891          -            307   5.9e-07   26.3   3.6   1   4     0.071       8.2    2.8   0.1   172   204    12    44     7    47 0.85 -
C0000000008_ptg000008l:419567-420493 -            309 28323at4891          -            307   5.9e-07   26.3   3.6   2   4   7.5e-07   8.7e-05   19.2   0.1   104   218    47   157    44   191 0.74 -
C0000000008_ptg000008l:419567-420493 -            309 28323at4891          -            307   5.9e-07   26.3   3.6   3   4      0.13        15    1.9   0.0   255   273   219   237   194   245 0.72 -
C0000000008_ptg000008l:419567-420493 -            309 28323at4891          -            307   5.9e-07   26.3   3.6   4   4       1.5   1.8e+02   -1.6   0.0   118   146   268   296   262   300 0.73 -
C0000000003_ptg000003l:355829-356806 -            326 28323at4891          -            307   1.2e-06   25.3   0.0   1   4     0.013       1.5    5.3   0.1    71    89    39    57    16    62 0.87 -
C0000000003_ptg000003l:355829-356806 -            326 28323at4891          -            307   1.2e-06   25.3   0.0   2   4     2e-05    0.0023   14.5   0.0   114   207    66   158    56   183 0.81 -
C0000000003_ptg000003l:355829-356806 -            326 28323at4891          -            307   1.2e-06   25.3   0.0   3   4      0.61        71   -0.3   0.0   175   201   237   263   173   267 0.77 -
C0000000003_ptg000003l:355829-356806 -            326 28323at4891          -            307   1.2e-06   25.3   0.0   4   4      0.47        54    0.1   0.0   109   148   276   314   268   320 0.78 -
C0000000003_ptg000003l:640402-641292 -            297 28323at4891          -            307   1.3e-06   25.2   0.0   1   3     0.048       5.6    3.4   0.0   180   201    20    41     4    49 0.75 -
C0000000003_ptg000003l:640402-641292 -            297 28323at4891          -            307   1.3e-06   25.2   0.0   2   3   3.3e-07   3.8e-05   20.3   0.0    70   236    27   185    25   203 0.80 -
C0000000003_ptg000003l:640402-641292 -            297 28323at4891          -            307   1.3e-06   25.2   0.0   3   3       2.6   2.9e+02   -2.3   0.0    69    83   230   244   225   247 0.84 -
C0000000016_ptg000016l:348187-349101 -            305 28323at4891          -            307   1.5e-06   24.9   1.4   1   4   3.7e-05    0.0043   13.6   0.0   170   207     2    39     1    84 0.72 -
C0000000016_ptg000016l:348187-349101 -            305 28323at4891          -            307   1.5e-06   24.9   1.4   2   4     0.033       3.7    3.9   0.1   174   203   120   151   112   155 0.75 -
C0000000016_ptg000016l:348187-349101 -            305 28323at4891          -            307   1.5e-06   24.9   1.4   3   4      0.44        51    0.2   0.0   115   131   165   181   155   249 0.73 -
C0000000016_ptg000016l:348187-349101 -            305 28323at4891          -            307   1.5e-06   24.9   1.4   4   4     0.072       8.3    2.8   0.0   107   144   256   293   250   299 0.81 -
C0000000002_ptg000002l:211295-212425 -            377 28323at4891          -            307   1.8e-06   24.7   0.0   1   4      0.62        71   -0.3   0.0   183   199    64    80    33    83 0.77 -
C0000000002_ptg000002l:211295-212425 -            377 28323at4891          -            307   1.8e-06   24.7   0.0   2   4   0.00014     0.016   11.7   0.0    89   202    98   206    66   216 0.78 -
C0000000002_ptg000002l:211295-212425 -            377 28323at4891          -            307   1.8e-06   24.7   0.0   3   4   0.00091      0.11    9.0   0.0   109   136   217   244   210   265 0.82 -
C0000000002_ptg000002l:211295-212425 -            377 28323at4891          -            307   1.8e-06   24.7   0.0   4   4       4.6   5.3e+02   -3.1   0.0   181   203   298   320   286   344 0.77 -
C0000000011_ptg000011l:570910-571749 -            280 28323at4891          -            307   7.1e-06   22.7   0.7   1   4      0.51        59    0.0   0.0    70    87    17    34     9    50 0.82 -
C0000000011_ptg000011l:570910-571749 -            280 28323at4891          -            307   7.1e-06   22.7   0.7   2   4    0.0013      0.15    8.6   0.0   169   205    93   129    73   136 0.80 -
C0000000011_ptg000011l:570910-571749 -            280 28323at4891          -            307   7.1e-06   22.7   0.7   3   4    0.0023      0.26    7.7   0.0   106   139   135   168   130   181 0.85 -
C0000000011_ptg000011l:570910-571749 -            280 28323at4891          -            307   7.1e-06   22.7   0.7   4   4      0.18        21    1.5   0.0   102   138   227   263   222   280 0.79 -
C0000000017_ptg000017l:140409-141215 -            269 28323at4891          -            307   2.1e-05   21.2   0.4   1   3     0.002      0.23    7.9   0.0   108   200    35   123    28   129 0.85 -
C0000000017_ptg000017l:140409-141215 -            269 28323at4891          -            307   2.1e-05   21.2   0.4   2   3    0.0049      0.57    6.6   0.1   108   162   127   181   122   217 0.78 -
C0000000017_ptg000017l:140409-141215 -            269 28323at4891          -            307   2.1e-05   21.2   0.4   3   3     0.053       6.2    3.2   0.0   116   143   235   262   198   267 0.79 -
C0000000014_ptg000014l:152116-152928 -            271 28323at4891          -            307   7.5e-05   19.4   0.3   1   3     0.012       1.4    5.3   0.0   171   199     3    31     1    33 0.87 -
C0000000014_ptg000014l:152116-152928 -            271 28323at4891          -            307   7.5e-05   19.4   0.3   2   3     0.011       1.3    5.5   0.0   241   277    91   127    78   168 0.76 -
C0000000014_ptg000014l:152116-152928 -            271 28323at4891          -            307   7.5e-05   19.4   0.3   3   3     0.018       2.1    4.8   0.1   178   208   196   226   130   234 0.78 -
C0000000016_ptg000016l:101226-102230 -            335 28323at4891          -            307   0.00014   18.4   0.2   1   3     0.056       6.4    3.2   0.0   172   208    45    81    38    86 0.75 -
C0000000016_ptg000016l:101226-102230 -            335 28323at4891          -            307   0.00014   18.4   0.2   2   3    0.0012      0.13    8.7   0.0   111   201    89   173    82   177 0.85 -
C0000000016_ptg000016l:101226-102230 -            335 28323at4891          -            307   0.00014   18.4   0.2   3   3     0.075       8.7    2.7   0.1   170   201   244   275   185   328 0.77 -
C0000000003_ptg000003l:147851-148522 -            224 28323at4891          -            307   0.00024   17.7   2.7   1   3   0.00067     0.078    9.5   0.2   118   200     2    91     1   106 0.78 -
C0000000003_ptg000003l:147851-148522 -            224 28323at4891          -            307   0.00024   17.7   2.7   2   3    0.0064      0.73    6.3   0.1    50    84   156   190   134   201 0.70 -
C0000000003_ptg000003l:147851-148522 -            224 28323at4891          -            307   0.00024   17.7   2.7   3   3      0.75        87   -0.5   0.0   115   131   202   218   193   221 0.81 -
C0000000007_ptg000007l:571692-572783 -            364 28323at4891          -            307    0.0011   15.6   0.0   1   3       0.3        34    0.8   0.0   234   274   135   176   122   182 0.73 -
C0000000007_ptg000007l:571692-572783 -            364 28323at4891          -            307    0.0011   15.6   0.0   2   3   0.00019     0.022   11.3   0.0   110   221   192   303   180   326 0.78 -
C0000000007_ptg000007l:571692-572783 -            364 28323at4891          -            307    0.0011   15.6   0.0   3   3     0.073       8.4    2.8   0.1    71   150   270   352   269   358 0.71 -
C0000000002_ptg000002l:369437-370294 -            286 28323at4891          -            307     0.002   14.7   0.0   1   3     0.023       2.7    4.4   0.0    68    87     9    28     8    31 0.88 -
C0000000002_ptg000002l:369437-370294 -            286 28323at4891          -            307     0.002   14.7   0.0   2   3    0.0075      0.86    6.0   0.0   107   201    28   133    24   151 0.66 -
C0000000002_ptg000002l:369437-370294 -            286 28323at4891          -            307     0.002   14.7   0.0   3   3      0.19        22    1.4   0.0   111   130   242   261   209   271 0.55 -
C0000000013_ptg000013l:361422-362216 -            265 28323at4891          -            307    0.0024   14.4   0.8   1   4      0.19        22    1.4   0.0   181   200     4    23     3    29 0.82 -
C0000000013_ptg000013l:361422-362216 -            265 28323at4891          -            307    0.0024   14.4   0.8   2   4     0.031       3.6    4.0   0.0   111   145    32    66    26    75 0.84 -
C0000000013_ptg000013l:361422-362216 -            265 28323at4891          -            307    0.0024   14.4   0.8   3   4      0.99   1.1e+02   -0.9   0.0   284   296   146   158   144   168 0.85 -
C0000000013_ptg000013l:361422-362216 -            265 28323at4891          -            307    0.0024   14.4   0.8   4   4     0.032       3.6    4.0   0.0   164   200   181   217   171   224 0.88 -
C0000000002_ptg000002l:401397-402242 -            282 28323at4891          -            307    0.0045   13.5   0.0   1   3    0.0046      0.53    6.7   0.0   106   152    53    99    38   145 0.82 -
C0000000002_ptg000002l:401397-402242 -            282 28323at4891          -            307    0.0045   13.5   0.0   2   3      0.06       6.9    3.1   0.0   112   204   162   248   157   261 0.71 -
C0000000002_ptg000002l:401397-402242 -            282 28323at4891          -            307    0.0045   13.5   0.0   3   3      0.78        89   -0.6   0.0   111   132   256   277   249   281 0.84 -
C0000000007_ptg000007l:359457-360305 -            283 28323at4891          -            307    0.0064   13.0   0.0   1   3    0.0072      0.83    6.1   0.0   109   156    42    89    19   130 0.88 -
C0000000007_ptg000007l:359457-360305 -            283 28323at4891          -            307    0.0064   13.0   0.0   2   3     0.069         8    2.9   0.0   112   203   149   234   138   239 0.68 -
C0000000007_ptg000007l:359457-360305 -            283 28323at4891          -            307    0.0064   13.0   0.0   3   3      0.52        60   -0.0   0.0   112   134   244   266   237   274 0.85 -
C0000000002_ptg000002l:643769-644647 -            293 28323at4891          -            307    0.0065   13.0   0.0   1   3    0.0027      0.31    7.5   0.0   107   159    42    94    28   135 0.83 -
C0000000002_ptg000002l:643769-644647 -            293 28323at4891          -            307    0.0065   13.0   0.0   2   3       0.1        12    2.3   0.0   112   203   150   235   144   242 0.65 -
C0000000002_ptg000002l:643769-644647 -            293 28323at4891          -            307    0.0065   13.0   0.0   3   3       1.7     2e+02   -1.7   0.0   112   134   245   267   237   273 0.84 -
C0000000003_ptg000003l:265214-266029 -            272 28323at4891          -            307     0.012   12.1   0.0   1   3     0.022       2.5    4.5   0.0    68    86     9    27     8    32 0.88 -
C0000000003_ptg000003l:265214-266029 -            272 28323at4891          -            307     0.012   12.1   0.0   2   3     0.033       3.8    3.9   0.0   110   152    31    73    27   124 0.66 -
C0000000003_ptg000003l:265214-266029 -            272 28323at4891          -            307     0.012   12.1   0.0   3   3      0.74        86   -0.5   0.0    70    89   205   224   201   251 0.83 -
C0000000007_ptg000007l:730278-731201 -            308 28323at4891          -            307      0.02   11.4   0.1   1   2    0.0024      0.28    7.6   0.0   111   140   149   178   145   190 0.89 -
C0000000007_ptg000007l:730278-731201 -            308 28323at4891          -            307      0.02   11.4   0.1   2   2      0.31        36    0.7   0.0   106   132   246   272   225   296 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/28323at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/28323at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/28323at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:10 2023
# [ok]
