#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000001_ptg000001l:54490-57576   -           1029 1426at4891           -            701  7.7e-281  930.7  17.5   1   4   2.1e-12   1.4e-09   34.1   0.1    22   104    66   172    61   203 0.81 -
C0000000001_ptg000001l:54490-57576   -           1029 1426at4891           -            701  7.7e-281  930.7  17.5   2   4   2.5e-13   1.6e-10   37.2   0.1   109   173   238   321   184   359 0.73 -
C0000000001_ptg000001l:54490-57576   -           1029 1426at4891           -            701  7.7e-281  930.7  17.5   3   4   2.1e-11   1.4e-08   30.8   2.2   177   256   364   465   339   482 0.77 -
C0000000001_ptg000001l:54490-57576   -           1029 1426at4891           -            701  7.7e-281  930.7  17.5   4   4  2.9e-255  1.9e-252  836.8   1.1   295   701   616  1029   596  1029 0.97 -
C0000000015_ptg000015l:187483-189381 -            633 1426at4891           -            701     3e-39  132.2   0.0   1   2     3e-19     2e-16   56.8   0.0   330   507   217   402   201   408 0.84 -
C0000000015_ptg000015l:187483-189381 -            633 1426at4891           -            701     3e-39  132.2   0.0   2   2   3.1e-24     2e-21   73.2   0.0   534   699   458   631   452   633 0.81 -
C0000000003_ptg000003l:278820-280682 -            621 1426at4891           -            701   3.2e-24   82.5   0.3   1   1   7.2e-27   4.8e-24   81.9   0.3   326   699   227   619   218   621 0.81 -
C0000000006_ptg000006l:63404-67729   -           1442 1426at4891           -            701   0.00042   16.0   0.1   1   1     1e-06   0.00068   15.3   0.1   123   165   218   260   149   296 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/1426at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/1426at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/1426at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:02 2023
# [ok]
