#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000008_ptg000008l:498503-500428   -            642 4846at4891           -            406  7.7e-162  535.6  21.8   1   5   0.00048      0.14    7.8   0.0     1    60     4    58     4    65 0.81 -
C0000000008_ptg000008l:498503-500428   -            642 4846at4891           -            406  7.7e-162  535.6  21.8   2   5   1.3e-09   3.8e-07   26.2   0.0    27    70    65   108    59   121 0.84 -
C0000000008_ptg000008l:498503-500428   -            642 4846at4891           -            406  7.7e-162  535.6  21.8   3   5  4.3e-129  1.3e-126  419.6   1.3    38   324   135   441   120   453 0.91 -
C0000000008_ptg000008l:498503-500428   -            642 4846at4891           -            406  7.7e-162  535.6  21.8   4   5   0.00066       0.2    7.4   0.1   312   340   490   518   470   533 0.79 -
C0000000008_ptg000008l:498503-500428   -            642 4846at4891           -            406  7.7e-162  535.6  21.8   5   5   1.2e-26   3.4e-24   82.3   3.8   341   406   576   641   543   641 0.81 -
C0000000011_ptg000011l:1010833-1012974 -            714 4846at4891           -            406   2.7e-10   36.5   3.9   1   2    0.0074       2.2    3.9   0.1   208   277   176   240   167   256 0.55 -
C0000000011_ptg000011l:1010833-1012974 -            714 4846at4891           -            406   2.7e-10   36.5   3.9   2   2   1.1e-10   3.3e-08   29.6   1.1    96   324   354   625   350   666 0.65 -
C0000000010_ptg000010l:93758-94756     -            333 4846at4891           -            406     4e-05   19.5   0.5   1   2      0.04        12    1.5   0.1   264   292     9    31     4    39 0.72 -
C0000000010_ptg000010l:93758-94756     -            333 4846at4891           -            406     4e-05   19.5   0.5   2   2   2.4e-06    0.0007   15.4   0.0   217   296   222   293   210   322 0.67 -
C0000000002_ptg000002l:208636-209430   -            265 4846at4891           -            406   5.7e-05   19.0   0.2   1   1   2.6e-07   7.7e-05   18.6   0.2   131   278    55   212    44   248 0.72 -
C0000000008_ptg000008l:609668-610297   -            210 4846at4891           -            406   9.9e-05   18.2   0.5   1   2   7.3e-05     0.021   10.5   0.0   130   187    50   104    43   111 0.89 -
C0000000008_ptg000008l:609668-610297   -            210 4846at4891           -            406   9.9e-05   18.2   0.5   2   2   1.4e-05    0.0041   12.9   0.1   106   206    67   167    59   184 0.89 -
C0000000007_ptg000007l:535847-536884   -            346 4846at4891           -            406   0.00096   15.0   0.3   1   2      0.02       5.8    2.5   0.0   134   247    15   127     9   145 0.64 -
C0000000007_ptg000007l:535847-536884   -            346 4846at4891           -            406   0.00096   15.0   0.3   2   2   7.5e-05     0.022   10.5   0.0   222   277   160   214   142   231 0.81 -
C0000000008_ptg000008l:611274-611873   -            200 4846at4891           -            406    0.0022   13.8   0.1   1   2    0.0071       2.1    4.0   0.0    32    66     3    38     1    61 0.81 -
C0000000008_ptg000008l:611274-611873   -            200 4846at4891           -            406    0.0022   13.8   0.1   2   2   0.00041      0.12    8.0   0.1   202   261    99   158    94   174 0.68 -
C0000000002_ptg000002l:236728-237624   -            299 4846at4891           -            406    0.0097   11.7   0.0   1   3    0.0029      0.85    5.3   0.0    40    69     5    34     2    46 0.82 -
C0000000002_ptg000002l:236728-237624   -            299 4846at4891           -            406    0.0097   11.7   0.0   2   3      0.23        68   -1.0   0.0    34    63    82   112    57   128 0.68 -
C0000000002_ptg000002l:236728-237624   -            299 4846at4891           -            406    0.0097   11.7   0.0   3   3     0.089        26    0.4   0.0   220   246   179   202   148   211 0.81 -
C0000000002_ptg000002l:201554-203944   -            797 4846at4891           -            406      0.69    5.6   6.0   1   3     0.092        27    0.3   3.0   357   401   359   404   341   409 0.82 -
C0000000002_ptg000002l:201554-203944   -            797 4846at4891           -            406      0.69    5.6   6.0   2   3    0.0072       2.1    4.0   0.1   153   191   546   584   539   627 0.81 -
C0000000002_ptg000002l:201554-203944   -            797 4846at4891           -            406      0.69    5.6   6.0   3   3      0.43   1.3e+02   -1.9   0.0    34    64   695   726   683   730 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/4846at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/4846at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/4846at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:15 2023
# [ok]
