#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   1   7   8.4e-31   1.2e-28   97.0   8.5    28   136   347   467   326   473 0.82 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   2   7  3.1e-218  4.6e-216  716.7   7.3   139   538   675  1094   653  1105 0.86 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   3   7    0.0019      0.27    6.6   0.0   472   500  1116  1144  1103  1167 0.82 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   4   7    0.0023      0.35    6.3   0.0   491   519  1165  1193  1145  1210 0.81 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   5   7  8.3e-123  1.2e-120  401.2   3.9   513   700  1215  1405  1201  1411 0.96 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   6   7     3e-05    0.0044   12.5   3.1   699   729  1441  1472  1426  1475 0.83 -
C0000000005_ptg000005l:385121-389656 -           1512 1625at4891           -            746         0 1235.4  57.2   7   7   4.6e-07   6.8e-05   18.5   2.2   707   746  1472  1511  1468  1511 0.88 -
C0000000008_ptg000008l:879038-881587 -            850 1625at4891           -            746  3.6e-163  541.9   9.2   1   2  4.6e-110  6.7e-108  359.1   4.6   114   486    65   459    12   476 0.81 -
C0000000008_ptg000008l:879038-881587 -            850 1625at4891           -            746  3.6e-163  541.9   9.2   2   2   1.9e-57   2.7e-55  185.1   0.1   528   687   687   849   677   850 0.93 -
C0000000016_ptg000016l:325676-327139 -            488 1625at4891           -            746  1.4e-143  477.1   9.4   1   2   1.2e-94   1.7e-92  308.1   2.3   151   448     3   311     1   321 0.89 -
C0000000016_ptg000016l:325676-327139 -            488 1625at4891           -            746  1.4e-143  477.1   9.4   2   2   5.9e-54   8.7e-52  173.6   0.7   540   693   330   487   320   488 0.92 -
C0000000011_ptg000011l:851995-853452 -            486 1625at4891           -            746  1.5e-141  470.3  11.8   1   2   3.3e-94   4.8e-92  306.7   4.5   151   448     3   310     1   317 0.90 -
C0000000011_ptg000011l:851995-853452 -            486 1625at4891           -            746  1.5e-141  470.3  11.8   2   2   2.1e-52     3e-50  168.5   0.7   545   692   337   485   328   486 0.94 -
C0000000011_ptg000011l:880501-881901 -            467 1625at4891           -            746  1.3e-138  460.6  10.7   1   2     2e-89     3e-87  290.8   3.4   155   448     6   296     1   300 0.93 -
