#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000016_ptg000016l:40442-41503   -            354 23386at4891          -            207   1.4e-71  237.6  14.4   1   4   6.9e-11   4.6e-08   30.1   0.4     1    55     6    82     6    85 0.76 -
C0000000016_ptg000016l:40442-41503   -            354 23386at4891          -            207   1.4e-71  237.6  14.4   2   4   2.6e-21   1.8e-18   64.2   0.0    54   112   103   165    87   171 0.89 -
C0000000016_ptg000016l:40442-41503   -            354 23386at4891          -            207   1.4e-71  237.6  14.4   3   4   6.9e-12   4.6e-09   33.4   0.2   103   146   208   251   181   260 0.88 -
C0000000016_ptg000016l:40442-41503   -            354 23386at4891          -            207   1.4e-71  237.6  14.4   4   4   4.9e-37   3.2e-34  115.6   2.2   140   207   266   336   255   336 0.91 -
C0000000002_ptg000002l:54175-56607   -            811 23386at4891          -            207   6.1e-08   29.7   0.4   1   3     0.072        48    0.7   0.0    51    91   471   512   447   526 0.75 -
C0000000002_ptg000002l:54175-56607   -            811 23386at4891          -            207   6.1e-08   29.7   0.4   2   3     0.032        21    1.8   0.0     2    29   591   624   590   635 0.78 -
C0000000002_ptg000002l:54175-56607   -            811 23386at4891          -            207   6.1e-08   29.7   0.4   3   3   1.1e-08     7e-06   23.0   0.1    39    92   701   760   675   801 0.67 -
C0000000014_ptg000014l:394238-395488 -            417 23386at4891          -            207    0.0017   15.2   0.0   1   1   5.5e-06    0.0036   14.1   0.0    42    80   156   194   150   213 0.80 -
C0000000001_ptg000001l:60838-62490   -            551 23386at4891          -            207     0.021   11.7   0.0   1   1   6.2e-05     0.041   10.7   0.0    41    81   261   302   244   327 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/23386at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/23386at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/23386at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:06 2023
# [ok]
