#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
C0000000011_ptg000011l:809446-811179   -            578 19259at4891          -            300     6e-97  321.6  14.2   1   5     0.088        77   -0.6   0.0     1    14     3    16     3    19 0.85 -
C0000000011_ptg000011l:809446-811179   -            578 19259at4891          -            300     6e-97  321.6  14.2   2   5   6.7e-18   5.9e-15   52.3   0.0    11    57    61   107    53   114 0.91 -
C0000000011_ptg000011l:809446-811179   -            578 19259at4891          -            300     6e-97  321.6  14.2   3   5   4.5e-20     4e-17   59.5   0.5    61   105   166   210   163   220 0.93 -
C0000000011_ptg000011l:809446-811179   -            578 19259at4891          -            300     6e-97  321.6  14.2   4   5   1.5e-19   1.4e-16   57.7   0.9    89   158   219   289   209   299 0.78 -
C0000000011_ptg000011l:809446-811179   -            578 19259at4891          -            300     6e-97  321.6  14.2   5   5   9.7e-50   8.6e-47  156.9   0.2   154   287   354   507   349   524 0.86 -
C0000000005_ptg000005l:638735-640870   -            712 19259at4891          -            300   6.1e-19   65.4   8.7   1   4   1.8e-07   0.00016   18.1   0.0    14    49    47    82    28    94 0.89 -
C0000000005_ptg000005l:638735-640870   -            712 19259at4891          -            300   6.1e-19   65.4   8.7   2   4     0.019        17    1.6   0.0    61    94   131   167   121   177 0.77 -
C0000000005_ptg000005l:638735-640870   -            712 19259at4891          -            300   6.1e-19   65.4   8.7   3   4   4.3e-13   3.8e-10   36.6   1.5   194   268   317   396   283   396 0.80 -
C0000000005_ptg000005l:638735-640870   -            712 19259at4891          -            300   6.1e-19   65.4   8.7   4   4   5.5e-08   4.9e-05   19.8   0.3   216   264   378   427   377   434 0.91 -
C0000000005_ptg000005l:1148890-1149972 -            361 19259at4891          -            300   3.2e-12   43.4   3.1   1   4   0.00059      0.52    6.6   0.0    13    47    20    54    14    68 0.88 -
C0000000005_ptg000005l:1148890-1149972 -            361 19259at4891          -            300   3.2e-12   43.4   3.1   2   4      0.32   2.8e+02   -2.4   0.0    62    86   104   128    99   163 0.76 -
C0000000005_ptg000005l:1148890-1149972 -            361 19259at4891          -            300   3.2e-12   43.4   3.1   3   4   2.2e-07    0.0002   17.8   0.1   198   259   238   300   225   303 0.88 -
C0000000005_ptg000005l:1148890-1149972 -            361 19259at4891          -            300   3.2e-12   43.4   3.1   4   4   1.7e-08   1.5e-05   21.5   0.2   220   264   295   340   294   345 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/19259at4891.hmm
# Target file:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas
# Option settings: hmmsearch --domtblout /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/19259at4891.out --cpu 1 /home/deepseq/tool/BUSCO_v5/saccharomycetes_odb10/hmms/19259at4891.hmm /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478/202302230949-GVF6W5EPF13MH478_busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR13577846.fa.ca.modified.fas 
# Current dir:     /var/www/gvolante/request/project/202302230949-GVF6W5EPF13MH478
# Date:            Thu Feb 23 09:51:01 2023
# [ok]
